workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
46,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.88,"""priors""",13,"""English""","""2""","""Male""","""54""","""Yes""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3HRMW88U171SWQ6EDFZ4TNB6HJ7M0H""",46,"""Submitted""","""Wed May 16 00:54:42 PDT 2018""","""Tue May 15 08:09:53 PDT 2018""","""Tue May 15 08:14:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.729033333333334"""
46,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.86,"""priors""",14,"""English""","""2""","""Male""","""54""","""Yes""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3HRMW88U171SWQ6EDFZ4TNB6HJ7M0H""",46,"""Submitted""","""Wed May 16 00:54:42 PDT 2018""","""Tue May 15 08:09:53 PDT 2018""","""Tue May 15 08:14:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.729033333333334"""
46,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",15,"""English""","""2""","""Male""","""54""","""Yes""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3HRMW88U171SWQ6EDFZ4TNB6HJ7M0H""",46,"""Submitted""","""Wed May 16 00:54:42 PDT 2018""","""Tue May 15 08:09:53 PDT 2018""","""Tue May 15 08:14:42 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.729033333333334"""
47,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",1,"""political_party""","""male/female""","""who""",0.64,0.53,"""cover_stories""",3,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.32,0.52,"""cover_stories""",4,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.47,0.77,"""cover_stories""",5,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.45,0.73,"""cover_stories""",6,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",8,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",9,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",10,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",11,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.81,"""priors""",12,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.66,"""priors""",13,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.77,"""priors""",14,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
47,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",15,"""english""","""2""","""Male""","""30""","""yes""","""Yes""","""3""","""Windows""",912,1368,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3KKG4CDWKJ9UOU5L77I104VZYWG94L""",47,"""Submitted""","""Wed May 16 00:54:45 PDT 2018""","""Tue May 15 08:09:23 PDT 2018""","""Tue May 15 08:14:45 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.315033333333333"""
48,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""male/female""","""are""",0.39,0.74,"""cover_stories""",3,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""who""",0.2,0.88,"""cover_stories""",4,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""are""",0.49,0.87,"""cover_stories""",5,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""who""",0.58,0.79,"""cover_stories""",6,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",8,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",9,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",10,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",11,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.18,"""priors""",12,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",13,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
48,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.6,"""priors""",14,"""English""","""1""","""Female""","""34""","""Yes""","""Yes""","""3""","""Linux""",768,1366,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""388U7OUMF8CJT6J6INVLFM5GN66R0A""",48,"""Submitted""","""Wed May 16 00:54:50 PDT 2018""","""Tue May 15 08:09:32 PDT 2018""","""Tue May 15 08:14:50 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""5.06305"""
