workerid,scenario,response,block,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
7,"""get a lipstick at Sephora""",0.07,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes""","""Yes""","""3""","""Mac""",900,1440,"""Chrome""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3VW04L3ZLUHBNSBTUYQKDIEF6CSXXV""",1,"""Submitted""","""Sat Sep 01 04:24:04 PDT 2018""","""Fri Aug 31 11:39:22 PDT 2018""","""Fri Aug 31 11:44:04 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.9869"""
7,"""buy a necklace as a Mother&quotechars Day gift""",0.92,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes""","""Yes""","""3""","""Mac""",900,1440,"""Chrome""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3VW04L3ZLUHBNSBTUYQKDIEF6CSXXV""",1,"""Submitted""","""Sat Sep 01 04:24:04 PDT 2018""","""Fri Aug 31 11:39:22 PDT 2018""","""Fri Aug 31 11:44:04 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.9869"""
8,"""play Twister at game night""",0.91,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""have a mojito at the bar""",0.53,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""buy a necklace as a Mother&quotechars Day gift""",0.64,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""travel to San Francisco""",0,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""send a fruit basket as an engagement gift""",0.49,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""drive a car by turning it on""",0,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""buy a pair of sandals at the mall""",0.77,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""lift weights at the gym""",0.25,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""speak to one&quotechars partner over the phone""",0.01,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""be born in New York""",0,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""give a perfume as a birthday gift""",0.5,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""eat cereal for breakfast""",0.07,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""watch Bob&quotechars Burgers on television""",1,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""purchase tulips as a housewarming gift""",0.49,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""get a succulent to decorate one&quotechars bedroom""",0.98,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""put bell peppers on a pizza""",0.5,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""eat a salad for dinner""",0.51,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""sing a ballad at karaoke""",0.5,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""add kale to a breakfast smoothie""",0.98,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""swim freestyle in the pool""",0.88,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""have ice cream for dessert""",0.15,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""wear shoes before leaving the house in the morning""",1,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""cook a salmon filet for dinner""",0.51,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""get a lipstick at Sephora""",0.51,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
8,"""plant tomatoes in the yard""",0.66,"""stim_norming""","""English""","""1""","""Male""","""29""","""Yes.""","""Yes""","""1""","""Windows""",1080,1920,"""Firefox""","""3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:12 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:12 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3MQKOF1EE2ZFD23S3ROKS81SIAXDWJ""","""3H7Z272LX8IBEPSDUODF8BXPX49LP9""",2,"""Submitted""","""Sat Sep 01 04:24:38 PDT 2018""","""Fri Aug 31 11:39:52 PDT 2018""","""Fri Aug 31 11:44:38 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.20085"""
